2.392586539185727723e+00;2.167969942092895508e+00
2.396949862315713720e+00;2.174555808305740356e+00
2.401313185445699272e+00;2.188826799392700195e+00
2.405676508575685268e+00;2.198137938976287842e+00
2.410039831705671265e+00;2.208344489336013794e+00
2.414403154835656817e+00;2.218478173017501831e+00
2.418766477965642814e+00;2.228077352046966553e+00
2.423129801095628366e+00;2.240426093339920044e+00
2.427493124225614363e+00;2.250259220600128174e+00
2.431856447355600359e+00;2.262926101684570312e+00
2.436219770485585912e+00;2.273099124431610107e+00
2.440583093615571908e+00;2.286969125270843506e+00
2.444946416745557904e+00;2.298185527324676514e+00
2.449309739875543457e+00;2.309288084506988525e+00
2.453673063005529453e+00;2.322261780500411987e+00
2.458036386135515006e+00;2.333549261093139648e+00
2.462399709265501002e+00;2.348179370164871216e+00
2.466763032395486555e+00;2.359937131404876709e+00
2.471126355525472995e+00;2.375461608171463013e+00
2.475489678655458547e+00;2.385788410902023315e+00
2.479853001785444100e+00;2.401680946350097656e+00
2.484216324915430540e+00;2.413119077682495117e+00
2.488579648045416093e+00;2.426402568817138672e+00
2.492942971175401645e+00;2.442908287048339844e+00
2.497306294305387198e+00;2.455896884202957153e+00
2.501669617435373638e+00;2.468696534633636475e+00
2.506032940565359191e+00;2.484349310398101807e+00
2.510396263695344743e+00;2.499337196350097656e+00
2.514759586825331183e+00;2.513408958911895752e+00
2.519122909955316736e+00;2.528416216373443604e+00
2.523486233085302288e+00;2.543345093727111816e+00
2.527849556215288729e+00;2.559466063976287842e+00
2.532212879345274281e+00;2.575562596321105957e+00
2.536576202475259834e+00;2.591142356395721436e+00
2.540939525605245386e+00;2.610829770565032959e+00
2.545302848735231827e+00;2.627259790897369385e+00
2.549666171865217379e+00;2.642971575260162354e+00
2.554029494995202931e+00;2.658123970031738281e+00
2.558392818125189372e+00;2.676636576652526855e+00
2.562756141255174924e+00;2.695777416229248047e+00
2.567119464385160477e+00;2.713056802749633789e+00
2.571482787515146917e+00;2.731060981750488281e+00
2.575846110645132470e+00;2.749248743057250977e+00
2.580209433775118022e+00;2.746235728263854980e+00
2.584572756905104463e+00;2.737444043159484863e+00
2.588936080035090015e+00;2.730324268341064453e+00
2.593299403165075567e+00;2.724462449550628662e+00
2.597662726295061120e+00;2.714001238346099854e+00
2.602026049425047560e+00;2.710155844688415527e+00
2.606389372555033113e+00;2.703147530555725098e+00
2.610752695685018665e+00;2.694150507450103760e+00
